pathway,degree,in_importance_sum,in_importance_mean,n_nodes
Nicotinate and nicotinamide metabolism - Homo sapiens (human),75,0.03775752,0.0005034336,1
Circadian rhythm - Homo sapiens (human),44,0.03775254,0.00085801224,1
NOTCH-Core,48,0.03771754,0.00078578206,1
Nuclear receptors,74,0.037666444,0.000509006,1
"Primary hyperoxaluria II, PH2",49,0.037623,0.0007678163,1
isoleucine degradation,42,0.037615966,0.0008956182,1
Macrophage markers,51,0.037596248,0.00073718134,1
cadmium induces dna synthesis and proliferation in macrophages,77,0.037529837,0.00048740048,1
TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition,43,0.037513994,0.00087241846,1
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,36,0.037438564,0.0010399601,1
Regulation by c-FLIP,58,0.03738325,0.0006445388,1
Sarcosinemia,51,0.037325785,0.00073187816,1
COPII-mediated vesicle transport,64,0.037211318,0.00058142684,1
Tryptophan metabolism - Homo sapiens (human),75,0.037185166,0.0004958022,1
PINK1-PRKN Mediated Mitophagy,55,0.03703523,0.0006733678,1
SUMOylation of RNA binding proteins,43,0.03698329,0.00086007646,1
Propionic Acidemia,66,0.036921628,0.0005594186,1
Synthesis of very long-chain fatty acyl-CoAs,31,0.036838606,0.0011883421,1
superpathway of methionine degradation,53,0.036799666,0.0006943333,1
FOXO-mediated transcription of cell death genes,68,0.036782645,0.00054092123,1
Translocation of SLC2A4 (GLUT4) to the plasma membrane,40,0.0367578,0.000918945,1
TP53 network,52,0.036748864,0.00070670893,1
sprouty regulation of tyrosine kinase signals,79,0.03674259,0.0004650961,1
Activation of Matrix Metalloproteinases,49,0.036740705,0.0007498103,1
Galactose metabolism,65,0.036734436,0.00056514516,1
Exercise-induced Circadian Regulation,51,0.036714204,0.00071988633,1
"GPCRs, Class C Metabotropic glutamate, pheromone",40,0.036707714,0.00091769284,1
activated TAK1 mediates p38 MAPK activation,78,0.03665115,0.00046988652,1
3-Methylcrotonyl Coa Carboxylase Deficiency Type I,66,0.036630977,0.0005550148,1
Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),49,0.036555737,0.0007460355,1
Cimetidine Action Pathway,50,0.03651889,0.0007303778,1
Erythropoietin activates RAS,63,0.03651612,0.00057962094,1
Retinoid metabolism and transport,73,0.036470566,0.0004995968,1
Ornithine Transcarbamylase Deficiency (OTC Deficiency),34,0.036467057,0.0010725604,1
Signaling by NTRK2 (TRKB),76,0.036436472,0.00047942725,1
Regulation of signaling by CBL,73,0.036414843,0.0004988335,1
Xanthinuria type II,38,0.036400583,0.0009579101,1
Adenylate cyclase activating pathway,27,0.03634196,0.0013459986,1
Fructose Mannose metabolism,65,0.03632385,0.00055882847,1
ZBP1(DAI) mediated induction of type I IFNs,59,0.036243044,0.0006142889,1
Mammary gland development pathway - Puberty (Stage 2 of 4),35,0.036230884,0.0010351682,1
Aldosterone-regulated sodium reabsorption - Homo sapiens (human),53,0.03618737,0.0006827806,1
"Cell death signalling via NRAGE, NRIF and NADE",62,0.03608058,0.0005819448,1
phospholipases,45,0.03607314,0.00080162537,1
GPCR Adenosine A2A receptor,62,0.036072038,0.00058180705,1
3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency,66,0.03600041,0.00054546073,1
Pre-NOTCH Processing in Golgi,31,0.035981264,0.0011606859,1
Fertilization,39,0.035960324,0.0009220596,1
Suppression of phagosomal maturation,36,0.035945754,0.0009984932,1
MAP2K and MAPK activation,53,0.035831504,0.0006760661,1
cystic fibrosis transmembrane conductance regulator (cftr) and beta 2 adrenergic receptor (b2ar) pathway,51,0.035824552,0.0007024422,1
Matrix Metalloproteinases,43,0.035813272,0.0008328668,1
Erythropoietin activates Phospholipase C gamma (PLCG),51,0.03572826,0.0007005541,1
dermatan sulfate biosynthesis,38,0.035712887,0.0009398128,1
TLR ECSIT MEKK1 JNK,58,0.035674997,0.0006150862,1
Mitochondrial biogenesis,37,0.035670415,0.00096406526,1
Norepinephrine Neurotransmitter Release Cycle,32,0.03566521,0.0011145378,1
3-Phosphoglycerate dehydrogenase deficiency,51,0.035609048,0.0006982166,1
EPH-ephrin mediated repulsion of cells,55,0.03549713,0.00064540235,1
Nucleotide Excision Repair,74,0.035463057,0.0004792305,1
Diseases of Immune System,55,0.035436064,0.0006442921,1
PI3K events in ERBB2 signaling,53,0.03541567,0.0006682202,1
FRS-mediated FGFR2 signaling,66,0.03536583,0.00053584593,1
RAS and bradykinin pathways in COVID-19,44,0.03535672,0.0008035618,1
APC/C:Cdc20 mediated degradation of mitotic proteins,48,0.035352655,0.00073651364,1
GRB2 events in ERBB2 signaling,57,0.035326727,0.0006197671,1
Mitochondrial Electron Transport Chain,39,0.035286956,0.00090479373,1
Porphyrin metabolism,61,0.035272613,0.00057823956,1
Alpha 6 Beta 4 signaling pathway,62,0.03523699,0.0005683385,1
Telomere Maintenance,52,0.03523008,0.00067750155,1
Lansoprazole Action Pathway,50,0.035227954,0.0007045591,1
RUNX1 regulates transcription of genes involved in differentiation of HSCs,58,0.0351879,0.0006066879,1
Arf6 signaling events,51,0.035184897,0.00068989996,1
Interleukin-36 pathway,32,0.035138868,0.0010980896,1
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein",100,0.034970287,0.00034970287,1
Regulation of RhoA activity,65,0.03491995,0.00053723,1
Neovascularisation processes,81,0.034908302,0.0004309667,1
Plexin-D1 Signaling,42,0.034907263,0.0008311253,1
NOD1/2 Signaling Pathway,79,0.034871314,0.00044140904,1
acetylation and deacetylation of rela in nucleus,56,0.034865458,0.00062259746,1
SUMOylation of chromatin organization proteins,88,0.034862872,0.000396169,1
Iron uptake and transport,71,0.034857444,0.0004909499,1
Cell Differentiation - Index expanded,39,0.0348568,0.0008937641,1
"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes",47,0.034847457,0.0007414353,1
N-Glycan antennae elongation,43,0.034844086,0.0008103276,1
Fatty acyl-CoA biosynthesis,39,0.03473641,0.00089067715,1
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,71,0.034725748,0.00048909505,1
Formation of HIV elongation complex in the absence of HIV Tat,32,0.03471507,0.001084846,1
Fat digestion and absorption - Homo sapiens (human),46,0.034650464,0.0007532709,1
il 4 signaling pathway,48,0.034630112,0.0007214607,1
PPAR signaling pathway - Homo sapiens (human),65,0.03461767,0.00053257955,1
Acrosome Reaction and Sperm:Oocyte Membrane Binding,22,0.034592472,0.0015723851,1
EGF,41,0.034581147,0.0008434426,1
Negative regulation of FGFR3 signaling,58,0.034567583,0.00059599284,1
Pyruvate Metabolism,49,0.034538858,0.00070487463,1
Downregulation of ERBB2 signaling,63,0.0344767,0.0005472492,1
Adenylate cyclase inhibitory pathway,35,0.034391597,0.000982617,1
NAD Metabolism in Oncogene-Induced Senescence and Mitochondrial Dysfunction-Associated Senescence,46,0.034384035,0.00074747903,1
NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis ,26,0.034339413,0.0013207466,1
Collagen degradation,48,0.0343349,0.00071531045,1
Synthesis of IP3 and IP4 in the cytosol,45,0.034310367,0.0007624526,1
Rett syndrome causing genes,83,0.03428365,0.00041305603,1
Argininemia,34,0.034257013,0.0010075592,1
LKB1 signaling events,51,0.034222085,0.0006710213,1
il 3 signaling pathway,46,0.034221977,0.000743956,1
APC/C-mediated degradation of cell cycle proteins,60,0.03419862,0.000569977,1
Syndecan interactions,60,0.034170054,0.0005695009,1
Renin-angiotensin system - Homo sapiens (human),83,0.034157652,0.00041153797,1
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,57,0.03410373,0.000598311,1
p38 mapk signaling pathway,58,0.034082334,0.0005876265,1
Maple Syrup Urine Disease,66,0.034078516,0.0005163411,1
TGF-Core,73,0.034077425,0.00046681403,1
Interleukin-6 signaling,49,0.034075703,0.0006954225,1
Regulation of RUNX1 Expression and Activity,37,0.034066115,0.0009207058,1
Role of phospholipids in phagocytosis,78,0.03405802,0.00043664128,1
CXCR3-mediated signaling events,64,0.034046747,0.0005319804,1
SUMOylation of ubiquitinylation proteins,44,0.034025688,0.00077331107,1
TGF-beta receptor signaling activates SMADs,54,0.0339185,0.0006281204,1
IL8- and CXCR1-mediated signaling events,55,0.03390565,0.0006164664,1
Signaling by ROBO receptors,123,0.033903938,0.00027564177,1
Regulation of Wnt-B-catenin Signaling by Small Molecule Compounds,34,0.033772856,0.0009933193,1
Signaling by FGFR3 point mutants in cancer,48,0.03375231,0.00070317317,1
Vitamin D Metabolism,32,0.03372666,0.0010539581,1
Response of Mtb to phagocytosis,46,0.033628188,0.0007310476,1
Familial lipoprotein lipase deficiency,38,0.033590768,0.00088396756,1
Ras activation upon Ca2+ influx through NMDA receptor,48,0.03358853,0.00069976103,1
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,83,0.033567358,0.00040442598,1
role of nicotinic acetylcholine receptors in the regulation of apoptosis,62,0.033562217,0.00054132607,1
Dihydropyrimidine Dehydrogenase Deficiency (DHPD),51,0.03347252,0.0006563239,1
Propanoate metabolism - Homo sapiens (human),44,0.03343864,0.0007599691,1
Nuclear import of Rev protein,35,0.03342091,0.0009548831,1
A tetrasaccharide linker sequence is required for GAG synthesis,42,0.033373833,0.0007946151,1
Switching of origins to a post-replicative state,33,0.033354588,0.0010107451,1
PPAR signaling pathway,60,0.033331573,0.00055552623,1
"Alanine, aspartate and glutamate metabolism - Homo sapiens (human)",48,0.033315983,0.000694083,1
Proton/oligopeptide cotransporters,38,0.033315156,0.00087671465,1
Vibrio cholerae infection - Homo sapiens (human),68,0.0333001,0.0004897074,1
CAMKK2 Pathway,80,0.033281762,0.00041602203,1
ccr3 signaling in eosinophils,76,0.0332683,0.0004377408,1
Binding and Uptake of Ligands by Scavenger Receptors,58,0.033262856,0.0005734975,1
Cell-extracellular matrix interactions,39,0.03324486,0.0008524323,1
Erythropoietin activates STAT5,53,0.033207092,0.0006265489,1
epo signaling pathway,37,0.033202123,0.0008973547,1
glutathione redox reactions I,38,0.033173803,0.00087299483,1
angiotensin ii mediated activation of jnk pathway via pyk2 dependent signaling,51,0.033161774,0.00065023085,1
Osteoblast Signaling,44,0.033159893,0.0007536339,1
Biosynthesis of specialized proresolving mediators (SPMs),24,0.03314402,0.0013810009,1
Gastric Cancer Network 1,43,0.033123765,0.0007703201,1
Interleukin-38 signaling,25,0.033121567,0.0013248627,1
Activation of RAS in B cells,65,0.033028923,0.0005081373,1
Interleukin-27 signaling,42,0.03300968,0.0007859448,1
"Hyperglycinemia, non-ketotic",51,0.032978892,0.00064664497,1
15q13.3 copy number variation syndrome,53,0.032977536,0.00062221766,1
Glucuronidation,76,0.03296157,0.00043370487,1
Acyl chain remodelling of PE,34,0.03294548,0.00096898474,1
triacylglycerol degradation,34,0.032918315,0.0009681857,1
Linoleic acid metabolism - Homo sapiens (human),36,0.032893628,0.0009137119,1
Pantoprazole Action Pathway,50,0.032888874,0.0006577775,1
leucine degradation,49,0.032865863,0.0006707319,1
rRNA modification in the nucleus and cytosol,44,0.03280234,0.0007455077,1
Metiamide Action Pathway,50,0.032717124,0.00065434247,1
FCERI mediated MAPK activation,73,0.032706086,0.00044802856,1
Synthesis of DNA,52,0.032677773,0.0006284187,1
Inactivation of APC/C via direct inhibition of the APC/C complex,24,0.03267494,0.0013614558,1
DNA Replication,61,0.032660164,0.0005354125,1
superpathway of tryptophan utilization,50,0.032657795,0.0006531559,1
NOTCH4 Activation and Transmission of Signal to the Nucleus,25,0.032633424,0.001305337,1
Assembly and cell surface presentation of NMDA receptors,47,0.032633252,0.0006943245,1
Regulation of mitotic cell cycle,60,0.032628767,0.0005438128,1
Azathioprine Action Pathway,54,0.03262726,0.0006042085,1
Type 2 papillary renal cell carcinoma,84,0.032547012,0.00038746442,1
Physiological and pathological hypertrophy of the heart,54,0.032546088,0.00060270535,1
Transcription-Coupled Nucleotide Excision Repair (TC-NER),54,0.032500327,0.0006018579,1
PI-3K cascade:FGFR1,48,0.032495335,0.0006769861,1
chondroitin sulfate biosynthesis,42,0.032495223,0.00077369576,1
Negative regulation of NMDA receptor-mediated neuronal transmission,37,0.03248578,0.00087799405,1
Starch and sucrose metabolism - Homo sapiens (human),47,0.032405253,0.00068947347,1
Differentiation of white and brown adipocyte,47,0.03239338,0.00068922085,1
SUMOylation of immune response proteins,59,0.032376114,0.0005487477,1
TCA Cycle (aka Krebs or citric acid cycle),61,0.032362957,0.00053054024,1
Prostaglandin formation from arachidonate,47,0.032346003,0.0006882128,1
Nicotinate Nicotinamide metabolism,58,0.032220203,0.00055552076,1
Parkin-Ubiquitin Proteasomal System pathway,50,0.032101434,0.0006420287,1
Calcitonin-like ligand receptors,33,0.032030884,0.0009706328,1
Visual signal transduction: Cones,29,0.032029826,0.0011044767,1
Tat-mediated elongation of the HIV-1 transcript,32,0.032015845,0.0010004952,1
RUNX2 regulates bone development,81,0.032012556,0.00039521675,1
FOXA2 and FOXA3 transcription factor networks,41,0.03200384,0.00078058144,1
Serotonin Neurotransmitter Release Cycle,31,0.031998895,0.0010322224,1
IL-6 signaling,31,0.031994127,0.0010320686,1
alk in cardiac myocytes,63,0.031983104,0.0005076683,1
Citrullinemia Type I,34,0.03197783,0.0009405244,1
ucalpain and friends in cell spread,39,0.03197628,0.0008199046,1
Osteoclast Signaling,55,0.03194974,0.00058090437,1
Trans-sulfuration and one-carbon metabolism,65,0.03194109,0.00049140136,1
Pyruvate kinase deficiency,49,0.031893063,0.0006508788,1
MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement,55,0.031891584,0.00057984696,1
Ibuprofen Action Pathway,41,0.03188474,0.0007776766,1
Beta5 beta6 beta7 and beta8 integrin cell surface interactions,51,0.031845234,0.00062441634,1
FGFR2 ligand binding and activation,50,0.031820796,0.0006364159,1
TCA cycle,75,0.031818695,0.00042424927,1
"PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases",38,0.03179656,0.0008367516,1
regulation of bad phosphorylation,35,0.031769432,0.00090769806,1
FRS-mediated FGFR4 signaling,57,0.03174357,0.00055690476,1
Follicle Stimulating Hormone (FSH) signaling pathway,36,0.031728398,0.0008813444,1
RAB geranylgeranylation,52,0.031716205,0.000609927,1
ABC-family proteins mediated transport,44,0.031673096,0.0007198431,1
Cannabinoid receptor signaling,24,0.031543475,0.0013143114,1
Pyruvate Dehydrogenase Complex Deficiency,49,0.031541042,0.0006436947,1
Nongenotropic Androgen signaling,47,0.0315369,0.00067099783,1
pyruvate decarboxylation to acetyl CoA,41,0.031505205,0.00076841965,1
Dual incision in TC-NER,52,0.03147974,0.0006053796,1
Global Genome Nucleotide Excision Repair (GG-NER),57,0.031478263,0.00055225025,1
ncRNAs involved in STAT3 signaling in hepatocellular carcinoma,40,0.031454805,0.00078637013,1
Folate biosynthesis - Homo sapiens (human),30,0.031445026,0.0010481676,1
Thioguanine Action Pathway,54,0.031391524,0.0005813245,1
SHC-mediated cascade:FGFR4,47,0.0313397,0.00066680217,1
Amplification and Expansion of Oncogenic Pathways as Metastatic Traits,57,0.031305704,0.00054922287,1
Glyoxylate and dicarboxylate metabolism - Homo sapiens (human),44,0.031283177,0.0007109813,1
Renin-angiotensin-aldosterone system (RAAS),49,0.03125303,0.0006378169,1
Assembly of active LPL and LIPC lipase complexes,38,0.03123955,0.00082209345,1
phospholipids as signalling intermediaries,40,0.031138206,0.00077845517,1
Glycosphingolipid biosynthesis - ganglioseries,42,0.03113685,0.00074135355,1
PTF1A related regulatory pathway,48,0.03108182,0.00064753793,1
Pre-NOTCH Processing in the Endoplasmic Reticulum,26,0.031063125,0.0011947355,1
16p11.2 proximal deletion syndrome,67,0.031052068,0.0004634637,1
GPCR GroupI metabotropic glutamate receptor,48,0.031002315,0.0006458816,1
Regulation of RUNX2 expression and activity,41,0.031000404,0.0007561074,1
Negative regulation of MAPK pathway,57,0.03099563,0.00054378295,1
Elastic fibre formation,59,0.03096147,0.0005247707,1
Platelet sensitization by LDL,31,0.03094627,0.0009982667,1
2-Hydroxyglutric Aciduria (D And L Form),31,0.030939346,0.0009980435,1
corticosteroids and cardioprotection,62,0.030928904,0.0004988533,1
Formation of HIV-1 elongation complex containing HIV-1 Tat,32,0.030927997,0.0009664999,1
Effects of nitric oxide,43,0.030915378,0.0007189623,1
APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,28,0.030896474,0.0011034455,1
FOXM1 transcription factor network,60,0.03085507,0.0005142512,1
SHC1 events in ERBB2 signaling,67,0.030788135,0.0004595244,1
Serotonin Receptor 2 and STAT3 Signaling,31,0.030745512,0.0009917907,1
FGFR1 ligand binding and activation,35,0.030720422,0.00087772636,1
Omeprazole Action Pathway,50,0.030674929,0.00061349856,1
FasL/ CD95L signaling,51,0.030657671,0.0006011308,1
Roxatidine acetate Action Pathway,50,0.03065173,0.0006130346,1
Acyl chain remodelling of PS,34,0.030642413,0.00090124743,1
Activated NTRK2 signals through FYN,41,0.03059582,0.0007462395,1
"Base-Excision Repair, AP Site Formation",30,0.030587085,0.0010195695,1
Signal attenuation,52,0.030559449,0.0005876817,1
Regulation of Glucokinase by Glucokinase Regulatory Protein,36,0.03052933,0.00084803696,1
Pentose and glucuronate interconversions - Homo sapiens (human),61,0.030504018,0.00050006586,1
Wnt signaling network,40,0.030499993,0.0007624998,1
Various types of N-glycan biosynthesis - Homo sapiens (human),44,0.030481117,0.00069275266,1
Recognition and association of DNA glycosylase with site containing an affected pyrimidine,30,0.030468648,0.0010156216,1
